unit_ID,cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,event
1,84,0.0035,1e-4,100,518.67,641.94,1585.55,1398.99,14.62,21.61,554.75,2388.03,9066.72,1.3,47.27,521.97,2388.07,8153.01,8.3854,0.03,390,2388,100,38.98,23.3584,0
1,85,3e-4,-4e-4,100,518.67,642.57,1587.23,1399.21,14.62,21.61,553.87,2388.02,9070.36,1.3,47.43,522.11,2388.04,8149.97,8.4385,0.03,395,2388,100,38.96,23.4284,0
1,86,-0.0012,3e-4,100,518.67,642.07,1590.38,1403.18,14.62,21.61,554.77,2388.02,9065.76,1.3,47.34,522.02,2387.96,8145.53,8.4299,0.03,393,2388,100,38.88,23.4409,0
1,87,-0.004,1e-4,100,518.67,642.27,1584.76,1399.41,14.62,21.61,553.7,2388.05,9066.48,1.3,47.46,521.75,2388.05,8155.21,8.4388,0.03,392,2388,100,39.02,23.4712,0
1,88,6e-4,4e-4,100,518.67,641.46,1587.88,1396.91,14.62,21.61,553.85,2387.99,9067.25,1.3,47.23,522.05,2388.01,8145.17,8.4211,0.03,392,2388,100,39.08,23.3099,0
1,89,1e-4,-2e-4,100,518.67,642.67,1593.73,1406.77,14.62,21.61,555.48,2388.06,9069.17,1.3,47.18,522.79,2388.02,8149.34,8.4099,0.03,392,2388,100,38.88,23.4671,0
1,90,-0.0011,-2e-4,100,518.67,642.33,1581.98,1398.82,14.62,21.61,554.22,2388.03,9077.2,1.3,47.34,522.08,2387.99,8153.72,8.3848,0.03,392,2388,100,39.03,23.3154,0
1,91,-0.002,-4e-4,100,518.67,642.58,1592.53,1406.11,14.62,21.61,554.64,2388.02,9063.78,1.3,47.37,522.34,2388.05,8144.94,8.3901,0.03,394,2388,100,38.92,23.3784,0
1,92,0.0016,-4e-4,100,518.67,641.88,1587.25,1398.36,14.62,21.61,553.74,2388,9076.64,1.3,47.32,522.04,2387.98,8140.49,8.3986,0.03,393,2388,100,38.92,23.3472,0
1,93,0.0019,-1e-4,100,518.67,642.59,1581.57,1403.57,14.62,21.61,554.65,2388.05,9074.6,1.3,47.43,522.15,2388,8152.64,8.3652,0.03,392,2388,100,38.95,23.3151,0
1,94,0.0029,2e-4,100,518.67,642.7,1585.22,1394.97,14.62,21.6,554.19,2387.97,9071.37,1.3,47.09,522.4,2388.02,8151.88,8.3962,0.03,392,2388,100,38.9,23.247,0
1,95,0.0027,-1e-4,100,518.67,642.8,1577.32,1406,14.62,21.61,554.29,2388.02,9067.45,1.3,47.31,522.18,2388.02,8150.69,8.4321,0.03,392,2388,100,38.93,23.3817,0
1,96,-0.0028,3e-4,100,518.67,642.12,1587.08,1398.42,14.62,21.61,553.97,2388.04,9066.45,1.3,47.36,522.14,2388.05,8152.69,8.4205,0.03,393,2388,100,38.78,23.4411,0
1,97,7e-4,-4e-4,100,518.67,642.22,1584.55,1388.13,14.62,21.61,554.57,2388.07,9066.66,1.3,47.45,522.43,2388.05,8145.15,8.4114,0.03,392,2388,100,38.85,23.363,0
1,98,-9e-4,3e-4,100,518.67,642.17,1583.35,1402.22,14.62,21.61,553.88,2388.1,9069.55,1.3,47.34,522.14,2388.02,8152.62,8.4121,0.03,393,2388,100,39.08,23.4234,0
1,99,0.0012,3e-4,100,518.67,642.83,1584.77,1402.31,14.62,21.61,554,2388.04,9070.04,1.3,47.22,522.13,2388.08,8153.16,8.4409,0.03,393,2388,100,38.93,23.3767,0
1,100,0.0011,0,100,518.67,642.11,1582.26,1402.79,14.62,21.61,553.71,2388.01,9065.77,1.3,47.52,521.92,2387.99,8151.54,8.4052,0.03,392,2388,100,39.09,23.382,0
1,101,-0.0026,5e-4,100,518.67,642.62,1586.4,1400.24,14.62,21.61,554.66,2388.01,9074.03,1.3,47.21,522.16,2388.01,8150.24,8.4032,0.03,391,2388,100,38.89,23.4552,0
1,102,0.0019,-2e-4,100,518.67,642.22,1588.28,1397.95,14.62,21.61,554.91,2387.99,9069.34,1.3,47.25,522.27,2388.04,8153.3,8.4182,0.03,392,2388,100,38.94,23.3971,0
1,103,0.0023,-4e-4,100,518.67,642.34,1591.43,1406.51,14.62,21.61,553.81,2388.05,9067.41,1.3,47.33,522.1,2388.04,8154.51,8.4188,0.03,391,2388,100,38.81,23.3743,0
1,104,-5e-4,5e-4,100,518.67,643.15,1586.31,1411.1,14.62,21.61,554.11,2388.04,9070.45,1.3,47.26,522.14,2388.05,8145.98,8.4575,0.03,393,2388,100,38.88,23.3193,0
1,105,1e-4,4e-4,100,518.67,642.55,1587.12,1395.09,14.62,21.61,554.26,2388.01,9063.92,1.3,47.38,522.1,2388.09,8147.9,8.3883,0.03,391,2388,100,38.97,23.3032,0
1,106,0.0043,1e-4,100,518.67,641.93,1590.93,1401.75,14.62,21.61,553.8,2388.05,9068.46,1.3,47.28,521.92,2388.02,8151.28,8.4153,0.03,394,2388,100,38.93,23.3787,0
1,107,0.0048,-1e-4,100,518.67,642.38,1588.34,1399.31,14.62,21.61,554.27,2388.08,9065.94,1.3,47.22,521.95,2388.03,8150.44,8.4068,0.03,393,2388,100,38.9,23.28,0
1,108,-6e-4,-5e-4,100,518.67,642.56,1590.93,1405.54,14.62,21.61,554.16,2388.02,9070.22,1.3,47.14,521.95,2388,8148.54,8.4414,0.03,392,2388,100,39.08,23.2983,0
1,109,0.0014,3e-4,100,518.67,642.37,1585.91,1397.9,14.62,21.61,554.55,2388.05,9076.76,1.3,47.25,522.39,2387.99,8152.41,8.4594,0.03,392,2388,100,39.01,23.3321,0
1,110,-0.0066,-4e-4,100,518.67,642.12,1591.36,1400.32,14.62,21.61,553.78,2387.99,9070.15,1.3,47.32,521.86,2388.04,8149.36,8.434,0.03,393,2388,100,39.04,23.3809,0
1,111,-0.0028,-5e-4,100,518.67,642.06,1587.4,1404.63,14.62,21.61,554.03,2387.98,9073.24,1.3,47.19,522.25,2388.01,8148.14,8.4093,0.03,392,2388,100,38.93,23.3339,0
1,112,0.0017,-1e-4,100,518.67,641.88,1589.21,1401.82,14.62,21.61,553.84,2388.08,9066.34,1.3,47.15,522.62,2388.02,8148.53,8.4442,0.03,393,2388,100,38.97,23.4569,0
1,113,0.001,-5e-4,100,518.67,642.44,1590.94,1395.41,14.62,21.6,553.42,2388.04,9070.28,1.3,47.4,522.12,2388.06,8150.81,8.4016,0.03,392,2388,100,38.87,23.3987,0
1,114,5e-4,2e-4,100,518.67,642.79,1585.1,1395.27,14.62,21.61,554.29,2388.06,9072.94,1.3,47.25,521.97,2388,8150.61,8.387,0.03,393,2388,100,39.13,23.2932,0
1,115,-6e-4,-4e-4,100,518.67,642.25,1580.37,1398.26,14.62,21.61,554.09,2388.02,9062.33,1.3,47.39,521.25,2388.07,8145.35,8.3845,0.03,393,2388,100,38.95,23.3343,0
1,116,-0.001,0,100,518.67,642.39,1581.54,1398.96,14.62,21.61,554.13,2387.98,9074.77,1.3,47.39,522.16,2388.02,8150,8.4266,0.03,393,2388,100,38.98,23.3836,0
1,117,-0.0015,3e-4,100,518.67,642.77,1581.85,1407.21,14.62,21.61,553.83,2388.05,9067.42,1.3,47.26,521.47,2388.04,8148.83,8.4409,0.03,391,2388,100,39.2,23.3679,0
1,118,0.0029,-4e-4,100,518.67,642.38,1590.7,1407.58,14.62,21.61,554.57,2388.05,9070.1,1.3,47.12,521.79,2388.07,8147.31,8.4276,0.03,392,2388,100,39.1,23.2054,0
1,119,7e-4,-5e-4,100,518.67,641.92,1583.7,1398.14,14.62,21.61,554.05,2388.03,9074.14,1.3,47.38,521.82,2388.02,8146.92,8.4109,0.03,391,2388,100,38.8,23.3515,0
1,120,0.0017,3e-4,100,518.67,642.02,1581.83,1400.56,14.62,21.61,553.81,2388.06,9070.68,1.3,47.32,522.88,2388.03,8142.08,8.4025,0.03,393,2388,100,38.99,23.385,0
1,121,-0.006,-4e-4,100,518.67,642,1592.55,1403.78,14.62,21.61,554.57,2388.03,9070.67,1.3,47.46,522.08,2388.09,8152.13,8.4357,0.03,392,2388,100,38.91,23.4777,0
1,122,0.0028,-4e-4,100,518.67,642.68,1583.31,1399.1,14.62,21.61,554.54,2388.04,9071.18,1.3,47.35,521.76,2388.04,8149.74,8.4101,0.03,392,2388,100,39.02,23.2968,0
1,123,-0.0018,0,100,518.67,642.72,1578.55,1405.78,14.62,21.61,554.1,2388.05,9059.14,1.3,47.29,522.51,2388.06,8149.56,8.4197,0.03,392,2388,100,38.91,23.3678,0
1,124,-7e-4,-0,100,518.67,642.17,1583.66,1406.43,14.62,21.61,554,2388.07,9072.01,1.3,47.3,521.94,2387.98,8150.29,8.4481,0.03,393,2388,100,38.93,23.3135,0
1,125,0.0019,-3e-4,100,518.67,642.19,1583.56,1399.43,14.62,21.61,553.71,2387.99,9074.78,1.3,47.21,522.01,2388.08,8153.68,8.4342,0.03,393,2388,100,38.97,23.3991,0
1,126,0.0053,2e-4,100,518.67,642.26,1595.19,1404.39,14.62,21.61,553.84,2388.05,9070.17,1.3,47.1,521.93,2388.07,8153.36,8.4001,0.03,391,2388,100,39,23.4191,0
1,127,-9e-4,1e-4,100,518.67,641.81,1582.25,1395.27,14.62,21.61,554.69,2388,9074.2,1.3,47.17,522.35,2388,8150.9,8.4375,0.03,392,2388,100,38.7,23.457,0
1,128,-7e-4,1e-4,100,518.67,642.35,1591.2,1411.85,14.62,21.61,553.28,2388.08,9070.85,1.3,47.34,521.8,2388.05,8150.25,8.434,0.03,393,2388,100,39.07,23.3822,0
1,129,-0.0018,1e-4,100,518.67,641.84,1582.27,1404.35,14.62,21.61,553.78,2388.06,9074.18,1.3,47.37,522.36,2388,8151.73,8.3959,0.03,392,2388,100,38.81,23.4251,0
1,130,8e-4,-0,100,518.67,641.77,1581.08,1397.31,14.62,21.61,553.87,2388.07,9068.57,1.3,47.33,521.88,2388.01,8153.68,8.422,0.03,393,2388,100,38.94,23.4846,0
